11026953,mnw21cam,"Yeah, another comment (now dead) asks what you do when someone asks for a Word format version.<p>My CV (I think that&#x27;s what you&#x27;re all talking about - took a little while to work out you weren&#x27;t actually resuming anything) is in LaTeX format. Places regularly got confused with being sent a PDF, and demanded Word instead, so I would just convert each page to a bitmap and load into a Word document as an image. Inelegant, but functional.<p>Back in the days when I was applying via job agencies, I even had one complain that there was something &quot;wrong&quot; with my Word document, as they couldn&#x27;t work out how to edit any of it. I told them I thought that was a feature, not a bug."
11027233,strictnein,"Not entirely.<p><a href=""http:&#x2F;&#x2F;www.usnews.com&#x2F;news&#x2F;articles&#x2F;2015&#x2F;04&#x2F;21&#x2F;edward-snowden-unpopular-at-home-a-hero-abroad-poll-finds"" rel=""nofollow"">http:&#x2F;&#x2F;www.usnews.com&#x2F;news&#x2F;articles&#x2F;2015&#x2F;04&#x2F;21&#x2F;edward-snowde...</a><p><a href=""http:&#x2F;&#x2F;morningconsult.com&#x2F;2015&#x2F;08&#x2F;voters-want-edward-snowden-trial&#x2F;"" rel=""nofollow"">http:&#x2F;&#x2F;morningconsult.com&#x2F;2015&#x2F;08&#x2F;voters-want-edward-snowden...</a>"
11027186,tosseraccount,"No.  Mostly.  Some support him, but most polls show that Americans don&#x27;t like him.<p><a href=""https:&#x2F;&#x2F;encrypted.google.com&#x2F;search?hl=en&amp;q=snowden%20polls"" rel=""nofollow"">https:&#x2F;&#x2F;encrypted.google.com&#x2F;search?hl=en&amp;q=snowden%20polls</a><p>Foreigners seem to support Snowden; however."
11027429,forgetsusername,"&gt;<i>but don&#x27;t most americans support what he did?&quot;</i><p>Right or wrong, most young people do, most old people don&#x27;t.<p>It&#x27;s just another in a long list of generational schisms that will be adjusted in the future."
11027259,halviti,"To me I could really care less what the plane was used for in the past.<p>A plane flying from anywhere that doesn&#x27;t file a flight plan is just plain wrong, especially when it crosses foreign airspace."
11027285,wavefunction,"I don&#x27;t see why you quibble over the use of &#x27;rendition,&#x27; then turn around and minimize the generally understood.  If he was just being extradited via official and lawful process, shouldn&#x27;t that be the term, rather than apparently grabbed via secret flights and skullduggery?<p>You also can&#x27;t say what the intentions of the US government were regarding bringing Snowden back to US soil, and even if that were the case it doesn&#x27;t seem to mean much especially as it seems the Chicago Police are operating a &quot;black-site&quot; on US soil in contravention of the Constitution.<p>In fact, I would say the evidence is far stronger for the supposition that Snowden was intended to be &quot;extraordinarily&quot; renditioned than simply and lawfully extradited and your post subjects are ill-argued."
11027185,justaman,If you ask most Americans who Edward Snowden is they won&#x27;t know.<p>Those that do know seem to largely support what he did even if the way he went about it wasn&#x27;t the best.
11027020,codinghabit,"Thanks for sharing, forking this."
11027205,SuperChihuahua,Are we sure that he didn&#x27;t leak anything else to the Russians?
11027346,mc32,"Choosing Scotland over the more usual U.K. or British, is peculiar.  It&#x27;s like saying a Russian aircraft violated Alaskan airspace rather than US airspace.  This choice is possibly indicative of other subsurface politics."
11027164,,
11027163,nbclark,"Anecdotal, but I have some friends in government jobs, and they definitely have a less favorable view of him. They view him as failing to respect the proper procedures in place to surface that kind of information, and throw the traitor word around liberally."
11027218,mcculley,"Most Americans don&#x27;t understand what he did, in my experience.<p>That is, I&#x27;m an American and I work with technology and from conversations with fellow Americans who don&#x27;t work with technology, they have formed an impression based on media sound bites."
11027211,danielvf,"Four reasons off the top of my head:<p>1. There&#x27;s no guarantee that he acted alone and or without outside sponsorship.<p>2. There&#x27;s no guarantee that all the information that he took was released publicly. It would be helpful to know the extent of what was taken, and who else knows it.<p>3. It would be helpful to know what other intelligence services have asked him&#x2F;taken from him.<p>4 &quot;To encourage the others&quot;"
11027144,ethbro,"As someone else noted, &quot;the plane, which passed above the Outer Hebrides, the Highlands and Aberdeenshire, was dispatched from the American east coast on <i>June 24 2013</i>, the day after Snowden left Hong Kong for Moscow.&quot;"
11027150,jinpa_zangpo,To discourage anyone who might try something similar.
11027250,tptacek,"First, <i>we</i> don&#x27;t know that Snowden is harmless, even now. Most of what we know about Snowden comes from media stories, all of which are operating on incomplete information.<p>More importantly, back in 2013, we --- including the USG --- knew far less than we know now.<p>(The question of whether Snowden is &quot;harmless&quot; is separable from the question of whether his actions are <i>defensible</i> or <i>justified</i>.)"
11027155,david_mitchell,To send a message to others contemplating doing something similar: &quot;If you do this we&#x27;ll get you&quot;.
11027166,,
11027386,mtgx,"Because he can still talk and express himself about surveillance issues, and they know he has a following (now even on Twitter)."
11027149,tonylemesmer,trying to dissuade future whistleblowers
11027161,crdoconnor,To prevent copycats.
11027139,glogla,"&gt; Besides petty vengeance, what&#x27;s the point?<p>Yeah. Besides petty vengeance, there&#x27;s no point."
11027062,xeromal,"Piggy backing on your post.<p>From my experience in the US, most two page resumes can be consolidated down to 1 page. Remove the soft skills like good listener and quick learner, and other extra cruft most soft skill resumes have. A good rule of thumb is 1 page for every 10 years of experience."
11026426,ricksplat,"I go for two pages (two sides of a single page) myself. But I think US <i>resumes</i> are a slightly different concept that goes into exhaustive detail about work history. As somebody that has acted as hiring manager in the past, I definitely preferred the shorter <i>curriculum vitae</i> format - it shows attention to detail and an understanding of what is relevant to the job at hand. I have had feedback on my own CV from time to time that it didn&#x27;t go into enough detail, so it&#x27;s horses for courses I suppose ..."
11026311,sveme,"I&#x27;d like to see a sample too - right now, the website looks like it is basically taking the input from the forms and outputs it to markdown? Or is it applying the styling used in the mentioned stackoverflow resume generator?<p>The key to a great markdown-based resume is the subsequent styling, writing lists and headings in markdown isn&#x27;t a big issue. That&#x27;s where the other markdown-resume generators break down, I simply did not like the styling and did not want to change all the CSS myself, at the time, needing something decent quickly."
11027041,pc86,"Were you to actually read the article, you&#x27;d see the flight was in June 2013."
11026762,thenipper,Echoing what a lot of other folks are saying the design of the resume isn&#x27;t great. Note I don&#x27;t work hiring programmers but a portion of my job is in recruiting.<p>- It is hard to scan. Often times a recruiter will be scanning through 100+ resumes. The fact that it doesn&#x27;t follow the &#x27;standard&#x27; format of resumes makes me have to break out of my usual pattern of how I&#x27;d scan a resume.<p>- I don&#x27;t care about what you&#x27;re reading. Sorry but it&#x27;s true. I kind of don&#x27;t care about your blog posts. I&#x27;m not going to click on the links though. I might if you make it past the initial screen.<p>- I do like the skill sets under each job. That&#x27;s handy. I don&#x27;t care for &#x27;favorites&#x27;. Just tell me what you know how to do preferably in a more concise manner.<p>- Don&#x27;t give me three emails on how to contact you. I&#x27;m a tired stressed out recruiter I don&#x27;t wanna play a game on which email I think you&#x27;ll respond to.<p>&quot;Don&#x27;t make me think&quot; is just as valid as it is for hiring as it is for web design. Help the recruiter make the case as to why you&#x27;re a great hire. I don&#x27;t think that the non-standard formatting helps with that.
11026541,ytjohn,"I&#x27;ve had my resume in markdown for a long time, but I have plans to convert it to json resume format as I feel that is the better approach long term."
11027275,krapp,"&gt; Besides petty vengeance, what&#x27;s the point?<p>Ignoring Snowden would imply that espionage isn&#x27;t a crime, or that in effect it only has a statute of limitations amounting to a misdemeanor offense, which isn&#x27;t really a precedent any state wants to set."
11026386,muzani,"I like LaTeX but it was very tedious for resumes. With resumes, you sometimes want to change the format entirely. LaTeX is great for a consistent format, not so much when experimenting.<p>Markdown also has the benefit of giving you an up to date plaintext resume. I like that a lot, considering a lot of job sites like to automatically (and poorly) convert PDF into plaintext."
11026288,awalGarg,Hey! It seems like rawgit was having some issues serving the files randomly. I have switched it to use the CDN url instead. Hopefully that shall fix the issue :)
11026614,braythwayt,"Another way to frame things is:<p>- Where We Were
- Where We Needed To Go
- How We Got There<p>A variation on this:<p>Visualize being on one side of a chasm. Describe this side of the chasm, emphasizing the bad stuff. Describe why we want to go to the other side, emphasizing the good stuff. Describe the chasm, emphasizing how deep, wide, and impassible it is.<p>Now describe the bridge you built, your role in building it, challenges you faced, &amp;c. But always start with describing both sides and the chasm. You can use any format you like for describing the bridge and your role in building it, the important thing is that the reader has the chasm firmly fixed in their midn while reading about your accomplishment."
11026459,awalGarg,"Hmm, well, noted :) If you could point out some specific elements in the rendered version though, like &quot;not enough spacing&quot; or &quot;that h3 should be an h2&quot;, that&#x27;d be extremely helpful!"
11026304,bsaul,"Spent some time trying to look for an already filled example as well, so you&#x27;re not the only one."
11027416,ricardobeat,"I find that format quite heavy, would move education to bottom, trim down each job to tangible achievements&#x2F;projects completed (&quot;delivered project X using Y&quot; vs &quot;improved features&quot;), remove all stamps &amp; logos, and do away with honors and awards - recruiters in software development are unlikely to be impressed by those unless it&#x27;s something really big. That would help increase signal vs noise ratio.<p>Granted, the type of CVs I usually look through are for a slightly different skill set but I believe the same reasoning applies."
11026868,defiblep,"Please God, no more blogging platforms...."
11026291,awalGarg,"I have switched to the cdn url (<a href=""https:&#x2F;&#x2F;cdn.rawgit.com&#x2F;gwendall&#x2F;way.js&#x2F;master&#x2F;way.min.js"" rel=""nofollow"">https:&#x2F;&#x2F;cdn.rawgit.com&#x2F;gwendall&#x2F;way.js&#x2F;master&#x2F;way.min.js</a>). Please let me know if the issue persists, thanks!"
11026435,laurent123456,"Yeah I think it&#x27;s due to the (mis)use of quoted text to indent some paragraphs, which means there are vertical bars all over the place. The additional horizontal lines don&#x27;t help much either. I think if he removes that it would look relatively clean, like a README.md on GitHub. Here&#x27;s the source of the example by the way: <a href=""https:&#x2F;&#x2F;gist.githubusercontent.com&#x2F;awalGarg&#x2F;a8e97b27b249f2c94f8e&#x2F;raw&#x2F;09e63fd69f2288cd631a492d392e8d114af7a432&#x2F;res.md"" rel=""nofollow"">https:&#x2F;&#x2F;gist.githubusercontent.com&#x2F;awalGarg&#x2F;a8e97b27b249f2c9...</a>"
11027199,wavefunction,"Well, it&#x27;s likely it was a jet airplane as the altitude of the flight was 45,000.  I suppose in this usage it was implied to be fighter-jets."
11027419,mturmon,"I also enjoyed this tidbit in the article, which I had not known before:<p>&quot;The presidential plane of Bolivian leader Evo Morales was forced to ground in Vienna, after four EU nations refused airspace access on the mistaken belief that Snowden was hidden on board.&quot;<p>Can you imagine the feeling of impotence, as a national president, when your plane is forced to land because of such suspicions?"
11026900,joshkpeterson,What do you do when someone asks for a Word version of your resume?
11026307,awalGarg,"Apologies but I didn&#x27;t understand that very well. If you mean where you can see an example CV made from the app, you can checkout mine at <a href=""https:&#x2F;&#x2F;gist.github.com&#x2F;awalGarg&#x2F;a8e97b27b249f2c94f8e"" rel=""nofollow"">https:&#x2F;&#x2F;gist.github.com&#x2F;awalGarg&#x2F;a8e97b27b249f2c94f8e</a><p>I will add a url in the readme as well, thanks!"
11026663,laumars,"Agreed. Plus the source is an even bigger mess, which negates one of the biggest benefits of using markdown in the first place (ie, if you can&#x27;t easily parse it in Notepad then you might as well just create the document in HTML, ODF, DOCX or, better yet, send it in as a PDF.<p>I think even the joke JSON resume was easily to parse and the JSON format wasn&#x27;t intended to be human readable &#x2F; editable."
11027322,tptacek,"Well, now I like the article more. :)"
11027422,TallGuyShort,Yeah - that angle bleeds through pretty heavily in the quotes. &quot;This is what an independent Scotland should insist on&quot;
11027234,tptacek,Zero. Something like half the country still supports it; it&#x27;s an ideological football.
11027488,eddieh,&gt; he made us aware of the NSA bs<p>I&#x27;m not sure I agree with that. The use of mass electronic surveillance by alphabet soup agencies was common knowledge before Snowden. Right now I&#x27;m looking at source code from 1987 that was used create false positives against NSA keyword scanners. All Snowden did was release &quot;secret&quot; official documents detailing these programs.
11027356,canistr,"I wouldn&#x27;t conflate tech-savviness with being a Snowden-supporter.<p>And I wouldn&#x27;t suggest people suddenly align themselves one way or the other based on the premise of tech-savviness, education-level, political-savviness, etc."
11027409,JustSomeNobody,"Don&#x27;t apply there?<p>I usually keep mine in straight .txt format. If that doesn&#x27;t work, I move on. I&#x27;ve usually investigated a number of places I might consider working and things like this help me narrow it down further."
11027025,jrowley,"I don&#x27;t think I&#x27;ve ever had a place ask me for my resume in word format. The closest is a Microsoft interview where they sent me some forms in docx format that I had to send back filled in.<p>Also you can do some basic conversion from Tex to word using pandoc <a href=""http:&#x2F;&#x2F;pandoc.org&#x2F;"" rel=""nofollow"">http:&#x2F;&#x2F;pandoc.org&#x2F;</a>"
11027494,tptacek,"I don&#x27;t think it&#x27;s particularly charitable to caricature people who don&#x27;t support Snowden as being jingoist &quot;&#x27;muricans&quot;. In fact, the term &quot;&#x27;murica&quot; is pretty classist; even the word itself mocks the accents of flyover country.<p>There is a serious, defensible, coherent argument against what Snowden did. You don&#x27;t have to be a low-information cable news consumer to agree with it, nor do you have to believe that &quot;if you have nothing to hide surveillance is no problem&quot;.<p>(To put my biases on the table: I understand what he did better, I think, than most HN people, and think the ideal outcome would be a felony conviction and an immediately commuted sentence; thus far, I think he&#x27;s done more good than harm, but I think it would be better if what happened in 2013 never happened in exactly that way again.)"
11027039,xeromal,"Yeah, the majority of the places I apply to require word format I assume because they use some kind of proprietary scanning tool that can only read word documents. Who knows."
11027312,ssharp,"Or people don&#x27;t see the issue as black and white, where he either did nothing wrong or everything he did was wrong."
11027321,tjohns,"Pilots are usually not required to file a flight plan for VFR (visual) flight. It&#x27;s an extremely common occurrence.<p>(Yes, things get a little more complicated when crossing boarders... but I just wanted to point out that it&#x27;s not such a crazy thing to do.)"
11027423,alistairSH,"Yes, as noted in a sibling comment, The National is a Scottish newspaper that leans towards Scottish devolution&#x2F;independence.  That they would take a chance to jab at &quot;London&quot; is no surprise."
11027377,tptacek,"Scotland <i>is the UK</i>. Scotland&#x27;s airspace is managed by the UK central government. This is like saying &quot;flying over Maine, rather than over the more typical USA, is suggestive of subsurface politics&quot;."
11027457,Sharlin,"Eh. It&#x27;s a Scottish newspaper, and the countries in the UK are quite different from the US states. Doubly more so for Scotland whose independence ambitions are well known. That said, the newspaper in question <i>is</i> pro-independence, but just choosing Scotland over UK is scarcely a sign of political bias."
11027347,scrollaway,Snowden has been far more independently active since his asylum. He even maintains a twitter account. It&#x27;s not like his entire life is filtered through the media.
11027304,raverbashing,"The quote is &quot;claim the flight, travelling well above the standard aviation height at 45,000 feet and without a filed flight plan&quot;<p>If it flew below FL660 it should be inside controlled airspace, see <a href=""https:&#x2F;&#x2F;en.wikipedia.org&#x2F;wiki&#x2F;Airspace_class#United_Kingdom"" rel=""nofollow"">https:&#x2F;&#x2F;en.wikipedia.org&#x2F;wiki&#x2F;Airspace_class#United_Kingdom</a><p>However the flight plan might have been filled through defense channels rather than civilian ones <a href=""https:&#x2F;&#x2F;en.wikipedia.org&#x2F;wiki&#x2F;Flight_plan"" rel=""nofollow"">https:&#x2F;&#x2F;en.wikipedia.org&#x2F;wiki&#x2F;Flight_plan</a>"
11027289,tptacek,Why do you assume that the UK (and all the other European countries this plane flew over) weren&#x27;t involved in coordinating this flight?
11027432,lmm,It&#x27;s a Scottish newspaper.
11027405,rm_-rf_slash,"We don&#x27;t know what he knows. It is entirely likely that he has information - or had access to information - that could have serious national security ramifications, perhaps as a bargaining chip.<p>The NSA could guess what he had access to, but it&#x27;s harder to know what he still has. That&#x27;s a very scary known unknown."
11027300,tptacek,"So if I understand this comment correctly, you&#x27;re suggesting that the DOJ was going to fly Snowden to CPD Homan Square?"
11027317,goldenkey,"Yeah, there&#x27;s no governments predicated on petty vengeance..cough cough"
11027079,akerro,Well... the top comment is still valid ;)
11026977,mnw21cam,"So LaTeX is perfect for that, since you can change the entire format by changing the content of a function. You did mark up all your entries as function calls, didn&#x27;t you?"
11027104,erroneousfunk,"As a recruiter, do you prefer to see technologies listed under each job, or in a separate &quot;technologies&#x2F;skills&quot; section?<p>Writing that &quot;list of words that constitute all the things I know&quot; has always been the most difficult for me, and I&#x27;m never quite sure what people are looking for, or what kind of assumptions they&#x27;re making about it (e.g. I should hope it&#x27;s obvious, given my resume, that I can use the command line. Do I really need to say that? Should I break out &#x27;tangentially-related programming skills&#x27; into a separate list? I have no idea!)"
11026770,lfowles,"In the US, resumes are the short summary and CVs are exhaustive."
